,Area,Job_title,Company,Experience,Salary,Location,Description,Tag assosiated,Posting_date
622,Film Jobs,Female Model Actress For Commercials / Photoshoots Fashion Anchors,Agency Panache,1-6 Yrs,"80,000 - 100,000 PA.","United States (U.S), United Kingdom (U.K), Delhi NCR"," Female Models wanted for commercials, Video Advertisements, Still Photoshoots for desig...","TV Production, Fashion Designing, designer, Modeling, movies, Photography, Freelance Fashion Designer, Fashion Photography",22 Days Ago
623,Film Jobs,Lighting,Makuta Effects Pvt. Ltd,2-5 Yrs,Not disclosed,Hyderabad, Requirements Minimum of 2 years working in feature films Must be well versed with 3ds M...,"3ds max, films, excellent, rendering, digital fusion, lighting, suits, maya",30+ Days Ago
624,Film Jobs,Modeling and Animation,ZeroMile Software Services India Private Limited,2-7 Yrs,Not disclosed,Nagpur, 3D animation is one of the fastest growing careers. Since most animated scenes are now ...,"3d modeling, technical knowledge, films, entertainment, visual effects, 3d animation, television, programmes",30+ Days Ago
625,Film Jobs,Youtube Manager,TalkCharge Technologies Pvt. Ltd.,1-5 Yrs,Not disclosed,Gurgaon, Responsible for the Script Writing and Shooting YouTube Videos Standalone YouTube Creat...,"Video Editing, Film director, Adobe Premiere, Videographer, Acting, Shooting Videos, Vlogger, Script Writing",17 Days Ago
626,Film Jobs,Youtube Manager,TalkCharge Technologies Pvt. Ltd.,1-5 Yrs,Not disclosed,Gurgaon, Responsible for the Script Writing and Shooting YouTube Videos Standalone YouTube Creat...,"Film director, Videographer, Acting, video editing, Vlogger, Adobe Premier, script writing, Youtube Manager",30+ Days Ago
627,Film Jobs,Web Developer,MORIS FILMS,2-5 Yrs,Not disclosed,"Mumbai, Kolkata", Celebrity Manager Graphic Designer Tell us something amazing about you... Thank you for...,"Graphics, Adobe Premiere, Assistant Director, Incharge, Social media, Video editing, Scheduling, Photoshop",30+ Days Ago
628,Film Jobs,BG Modeling Artist- 3D,Hi-Tech Film And Broadcast Academy Pvt. Ltd.,2-7 Yrs,Not disclosed,Kolkata, 3D BG Modeling Artist Experience:Mid level 4+ Senior Level 7+ Required Skills: Excellen...,"Help Desk, Customer Service, customer relationship, access controls, Telephony support, Asset Management, Vendor Management, Information",30+ Days Ago
629,Film Jobs,Video Editor,SHREE VENKATESH FILMS PVT LTD,2-4 Yrs,Not disclosed,Kolkata, Job Description Knowledge of editing and audio mixing with focus on packaging. Proficie...,"Web technologies, Video Editor, Sound editing, Packaging, Photoshop, Adobe",30+ Days Ago
630,Film Jobs,Character Modeling Artist 3D,Hi-Tech Film And Broadcast Academy Pvt. Ltd.,4-6 Yrs,Not disclosed,Kolkata, 3D Character Modeling Artist Experience:Mid level 4+ Senior Level 7+ Software Skills: P...,"Help Desk, Customer Service, customer relationship, access controls, Telephony support, Asset Management, Vendor Management, Information",30+ Days Ago
631,Airline Jobs,Cabin Crew / Air Hostess For a Leading Airlines,Cita Training Academy,0-2 Yrs,Not disclosed,"Faridabad, Delhi NCR, Manesar", Height should not be less than 52 (155)cm for FEMALESHeight should not be less than 57 ...,"fresher, cabin crew activities, Aviation, cabin crew, air hostess, Hotel Management, hospitality, air hostess activities",None
632,Airline Jobs,Airport Reservation Executive For a Leading Airlines,Cita Training Academy,0-2 Yrs,Not disclosed,"Faridabad, Delhi NCR, Gurgaon", The candidates should be willing to work in rotational shifts/ 24 x 7 OperationsRequire...,"bpo, client handling, international bpo, Airline booking, Ground Staff, air ticketing, reservation & ticketing executive, Outbound Calling",None
633,Airline Jobs,Airline Ticketing Executive / Travel Consultant / Ticketing Executive,Creative Hands HR Consultancy,0-4 Yrs,"5,00,000 - 7,00,000 PA.","Chennai, Mumbai, Jaipur", 2020 passout can also applyWill need to talk to travel agents/ B2C & understand their r...,"airline ticketing, Ticketing, Aviation, manager, freshers, 2020 passout can also apply, Flight, Ticket Booking",2 Days Ago
634,Airline Jobs,Airline Ticketing Executive / Travel Consultant / Ticketing Executive,Creative Hands HR Consultancy,0-4 Yrs,"3,75,000 - 6,00,000 PA.","Chennai, Ahmedabad, Bengaluru", Will need to talk to travel agents/ B2C & understand their requirement about group book...,"airline ticketing, Ticketing, Aviation, manager, freshers, Flight, Ticket Booking, Travel Consultant",30+ Days Ago
635,Airline Jobs,Airline Ticketing Executive / Travel Consultant / Ticketing Executive,Creative Hands HR Consultancy,0-4 Yrs,"3,75,000 - 6,00,000 PA.","Chennai, Navi Mumbai, Mumbai", 2020 passout can also applyWill need to talk to travel agents/ B2C & understand their r...,"airline ticketing, Ticketing, Aviation, manager, freshers, 2020 passout can also apply, Flight, Ticket Booking",22 Days Ago
636,Airline Jobs,Immediate Openings For Tcs - Airline Cargo - Gurgaon Location,Navayuga Consultancy Service,5-10 Yrs,Not disclosed,Gurgaon, Greetings from Navayuga Consultancy Services...!!!Openings for TCS - Delivery Head and ...,"cargo dispute management, airline cargo, airline cargo operation, cargo operations, cargo revenue, cargo operations head, air cargo, airline cargo ops",25 Days Ago
637,Airline Jobs,Hiring Customer Service Associate,Redcrew Air Services Pvt Ltd,0-2 Yrs,"3,00,000 - 4,25,000 PA.",Kolkata(Airport Area), Checking passengers in for flights They assist passengers with tagging luggage and bagg...,"Ground Staff Activities, Ticketing, Customer Service, Aviation, aviation activities, hospitality, airlines, Fares",None
638,Airline Jobs,Guest Relation Executive For Kolkata Airport,Redcrew Air Services Pvt Ltd,0-2 Yrs,"2,50,000 - 3,75,000 PA.",Kolkata(Airport Area), Welcome guests during check-in and giving a found farewell to guest while checkout. Han...,"Aviation, ground staff activities, guest handling, guest relation executive activities, hospitality, airlines, gre activities",None
639,Airline Jobs,Airport Ground Staff,Patron International,0-0 Yrs,"2,00,000 - 3,00,000 PA.","Chennai, Vellore, Coimbatore"," Greeting and welcoming passengers, and responding to questions.Checking in baggage.Maki...","airport ground handling, ground staff, ticketing process, aviation, air ticketing, airport assistant, air cargo, airport management",18 Days Ago
640,Airline Jobs,Cabin Crew - Airport Ground Staff For  (Fresher),Cita Training Academy,0-2 Yrs,Not disclosed,"Dehradun, Delhi NCR, Lucknow", Height should not be less than 52 (155)cm for FEMALESHeight should not be less than 57 ...,"BPO, cabin crew activities, Aviation, cabin crew, air hostess, Hotel Management, Airport Ground Handling, airport",None
641,Airline Jobs,Cabin Crew / Air Hostess Interviews For Fresher in Delhi Airport,Cita Training Academy,0-2 Yrs,Not disclosed,"Delhi NCR, Panipat, Meerut", Height should not be less than 52 (155)cm for FEMALESHeight should not be less than 57 ...,"bpo, fresher, cabin crew activities, Aviation, cabin crew, air hostess, hospitality, air hostess activities",9 Days Ago
642,Airline Jobs,"Ground Staff, Passenger Service, Airport, Air Ticketing, Airport Staff",Creative Hands HR Consultancy,0-4 Yrs,"4,00,000 - 6,00,000 PA.","Chennai, Mumbai, Jaipur"," Hi, 2020 passout can also apply This is to inform you that we do have the job openings ...","Ground Staff Activities, Aviation, Front Office, freshers, Cabin Crew Activities, Guest Service, 2020 passout, round staff activity",2 Days Ago
643,Airline Jobs,ERJ135/ ERJ145 Instructor / Examiner pilots,Proctor Aviation Pvt. Ltd.,2-6 Yrs,Not disclosed,Mumbai, Qualifications : Minimum total flying hours - 4000 Hrs Minimum Total PIC hours - 2000 H...,"Flying, Airlines, Email, Typing, CV, Aviation, Instructor, Rating",30+ Days Ago
644,Airline Jobs,Proctor,Proctor Aviation Pvt. Ltd.,1-6 Yrs,Not disclosed,Not specified, Some of the Benefits are : Accommodation Overtime payment above 80 sector hours - US$ 1...,"Flying, Airlines, Aviation, level, Flight, EnglishCaptain, Business Executive, Base",30+ Days Ago
645,Airline Jobs,Pilots for Boeing 737 Fleet,CAREER INNOVATORS PVT.LTD,2-7 Yrs,Not disclosed,india, We are looking for Experienced Pilots for Boeing 737 Fleet for India & UAE Leading Airl...,"Training, Com, Airlines, Fleet, airport ground staff, Interviewing, Frozen, Business Executive",30+ Days Ago
646,Airline Jobs,Vice President- Flight Operations,Proctor Aviation Pvt. Ltd.,10-15 Yrs,Not disclosed,major metropolitan city in india, - Experience of working with team comprising people from diverse cultures Location- Maj...,"Airlines, Email, Aviation, Flight, Vice President, Service, Scheduling, Resource management",30+ Days Ago
647,Airline Jobs,Travel Consultant/ Tour Manager,Solution Box,0-5 Yrs,"1,50,000 - 5,00,000 PA.",Jaipur, Assisting clients for Domestic / International travel packages / Flight Booking Determi...,"Tour Manager, Tourism, Ticketing, Inbound Sales, Airlines, Travel Consultant, aviation, frankfinn",18 Days Ago
648,Airline Jobs,Asst. Manager,Provestment Services Ltd.,2-5 Yrs,Not disclosed,"Delhi, Delhi", Should have excellent communication & presentation skills Will be responsible for handl...,"coordinating, operations, ticketing, amadeus, payments, airlines, handling, accounts",30+ Days Ago
649,Airline Jobs,Outbound Tour Expert,Provestment Services Ltd.,2-5 Yrs,Not disclosed,"Delhi, Delhi", Should have excellent communication & presentation skills Will be responsible for handl...,"coordinating, operations, outbound tours, ticketing, payments, presentation skills, airlines, handling",30+ Days Ago
650,Airline Jobs,Visa Consultant,T & A Solutions,1-5 Yrs,Not disclosed,Chandigarh, Job Opening for Senior Travel Visa Consultant Chandigarh Job Opening for Senior Travel ...,"holiday packages, ticketing, outbound, visa, gds, documentation, airlines, itinerary",30+ Days Ago
651,Graphic Designer Jobs,Graphic Designer - Adobe Photoshop/ Illustrator/ Animation,Lybrica Pvt Ltd,0-1 Yrs,Not disclosed,"Delhi NCR, Delhi", Must be self-motivated & independent in doing routing designing work Proficient with vi...,"Graphics Architecture, CSS, Motion Graphics, UX, Illustrator, Graphics 3D, Animation, HTML",2 Days Ago
652,Graphic Designer Jobs,Graphic Designer,QuarkXpress Publishing R and D India Pvt Ltd,5-8 Yrs,Not disclosed,Mohali, & What You ll Do: The ideal person must be an excellent thinker. We believe anyone can ...,"Graphics, Relationship management, Printing, Layout design, Web technologies, Illustrator, Social media, Manager Technology",2 Days Ago
653,Graphic Designer Jobs,Graphics Designer,Codeachi Technologies (P) Ltd.,1-2 Yrs,Not disclosed,"Asansol, Kolkata", Experienced Required: 1- 2 Years (Freshers also may apply). Job Responsibility : Design...,"Graphics, PDF, Illustrator, Illustration, Front end design, Corel Draw, Photoshop",None
654,Graphic Designer Jobs,Graphic Designer,CDS Pvt Ltd.,1-3 Yrs,Not disclosed,Coimbatore, Graphic Designer - (Coimbatore) here Position Title : Graphic Designer Requirements : A...,"Graphics, Graphic designing, Illustrator, adobe creative suite, Social media, Corel Draw, UPS, Photoshop",None
655,Graphic Designer Jobs,Fresher Web and Graphics Designer,Mantra Media Pvt. Ltd.,0-1 Yrs,Not disclosed,Indore," Fresher Web and Graphics Designer Description : Knowledge of HTML, CSS, Jquery, Adobe P...","Graphics, PSD, Training, CSS, jQuery, Illustrator, Corel Draw, HTML",2 Days Ago
656,Graphic Designer Jobs,Graphic Designer,Assured Job Consultancy,1-2 Yrs,Not disclosed,Delhi," We are looking for the Designer who create visual concepts, by using ideas that inspire...","Graphics, Printing, Corporate identity, Time management, Packaging, Management, Advertising",3 Days Ago
657,Graphic Designer Jobs,Graphics Designer,RESEARCH N REPORTS,3-6 Yrs,Not disclosed,Pune, Must have excellent Visualization and design sense. Should able to conceptualization an...,"Graphics, Digital media, Market analysis, Market sizing, Illustrator, Consulting, Conceptualization, Market research",9 Days Ago
658,Graphic Designer Jobs,Jr. Graphics Designer,AOne SEO,0-1 Yrs,Not disclosed,Ahmedabad," Jr. Graphics Designer Skill Require Various design tools like Photoshop, CorelDraw, Ill...","Graphics, Illustrator, Social media, Corel Draw, Manager Technology, Tool design, Logo design, HR",4 Days Ago
659,Graphic Designer Jobs,Graphic Designer,Hike Ltd,3-8 Yrs,Not disclosed,Delhi," Role If you've made it till here, you're probably still interested in the role :) As a ...","Graphics, Graphic designing, Illustrator, Digital design, Interaction design, Manager Technology, Animation, Adobe After Effects",4 Days Ago
660,Graphic Designer Jobs,Graphic Designer,Shivani Enterprises,1-2 Yrs,Not disclosed,Delhi, The candidate should be able to produce design solutions to communicate client messages...,"Graphics, Printing, Interpersonal skills, Graphic designing, Corel Draw, Conceptualization, Management, Photoshop",4 Days Ago
661,Graphic Designer Jobs,Graphic Designer,Shirsendu & Team,1-3 Yrs,Not disclosed,Kolkata, For Graphic Designer: Key Skills: Designing Web Page Mock up (PSD/JPG). Additional Skil...,"PSD, Web technologies, Illustration, html5, Photoshop, CSS3",4 Days Ago
662,Graphic Designer Jobs,Graphics Designer,Dental Dost,1-3 Yrs,Not disclosed,Karve Road, Responsibilities: Study design briefs and determine requirements Schedule projects and ...,"Graphics, Graphic designing, Software design, Illustrator, design conceptualization, Packaging, Conceptualization, Budgeting",8 Days Ago
663,Graphic Designer Jobs,Graphic Designer,ZNB Ventures Pvt. Ltd.,3-7 Yrs,"3,00,000 - 7,00,000 PA.",Bengaluru(Indira Nagar), Their graphics should capture the attention of those who see them and communicate the r...,"Graphics, Design, Visualizing, Creative, Conceptualization, Graphic Designing, Logo",9 Days Ago
664,Graphic Designer Jobs,Graphics Designer,Mek Vahan,1-2 Yrs,Not disclosed,Noida, Job Description - Urgently required Creative Graphic Designer for our organisation. - E...,Graphics,9 Days Ago
665,Graphic Designer Jobs,Graphics Designer,KHYATI INFOTECH PRIVATE LIMITED,1-2 Yrs,Not disclosed,Surat, Job Description - Urgently required Creative Graphic Designer for our organisation. - E...,Graphics,9 Days Ago
666,Graphic Designer Jobs,Graphics Designer,Keywords India.com,0-3 Yrs,Not disclosed,"Faridabad, Ghaziabad, Delhi, Mumbai, Hyderabad, Noida", Job Description - Urgently required Creative Graphic Designer for our organisation. - E...,Graphics,9 Days Ago
667,Graphic Designer Jobs,Web Designer cum Graphic Designer,Bluetech IT Services,1-3 Yrs,Not disclosed,Indore," Extensive experience in Photoshop, Illustrator and In- Design, specifically with the Mo...","Graphics, PSD, Graphic designing, CSS, Illustrator, Javascript, Web designing, bootstrap",10 Days Ago
668,Graphic Designer Jobs,Urgent Opening For Graphic Designer & Photographer,KGK Entice (India) Pvt. Ltd,2-3 Yrs,"2,00,000 - 4,00,000 PA.",Mumbai, Required Candidate profile,"Graphics, Design, Adobe Premiere, Illustrator, Conceptualization, Graphic Designing",10 Days Ago
669,Graphic Designer Jobs,Urgent Opening For Motion Graphics Designer - Animation & Design,SeedWill Consulting Pvt Ltd,2-5 Yrs,"2,00,000 - 5,00,000 PA.",Gurgaon, Motion Graphics Profile An ideal candidate must have minimum 2 years of relevant experi...,"final cut pro, vedio editor, adobe after effects, motion graphics, adobe premiere",10 Days Ago
670,Graphic Designer Jobs,Graphic Designer (for Dubai),GLINKS INTERNATIONAL CONSULTANCY,5-7 Yrs,Not disclosed,"Delhi NCR, Bengaluru, Gurgaon", For Dubai BranchJob Description:We are looking for a creative person with 5 to 7 yrs of...,"UX, Motion Graphics, Infographics, Illustrator, Corel Draw, Photoshop, UI Designer",10 Days Ago
671,Shipping Jobs,"Chief engg,2nd Engg & Deck Cadet-Container Cargo Ship",ocean star ships,0-2 Yrs,Not disclosed,Chandigarh," Required Chief engg, 2nd Engg & Deck Cadet for Container Cargo Ship Should have Panama ...","Chief engg, 2nd Engg & Deck Cadet-Container Cargo Ship",30+ Days Ago
672,Shipping Jobs,"Deck Cadet,GP Rating-Container & Cargo Ship",ocean star ships,0-2 Yrs,Not disclosed,Chandigarh," Required deck Cadet, GP Rating for Container & Cargo Ship GRT- 10000 & 6000 Salary- 300...","GP Rating-Container & Cargo Ship, Deck Cadet",30+ Days Ago
673,Shipping Jobs,Deck Cadet-RO RO Cargo Ship,ocean star ships,0-2 Yrs,Not disclosed,Jalandhar, Opening of Deck Cadet for RO RO Cargo Ship Company- RPSL GRT- 14500 Salary- $250- $350 ...,Deck Cadet-RO RO Cargo Ship,30+ Days Ago
674,Shipping Jobs,Deck Cadet-Bulk Carrier/Ro Ro Cargo Ship,ocean star ships,2-5 Yrs,Not disclosed,Chandigarh, Required Deck Cadet for Bulk Carrier/ Ro Ro Cargo Ship GRT- 10000 Above Joining port- D...,Deck Cadet-Bulk Carrier/Ro Ro Cargo Ship,30+ Days Ago
